id,text,category
tam4520,பொறையார் நாடார்களின் சார்பாக திரௌபதி வெற்றியடைய வாழ்த்துக்கள்,NOT
tam4521,தற்போதைய சமுதாயத்திற்கு தரமான காவியம்...திரௌபதிபடம் வெற்றி விழா காண நாஞ்சில் நாட்டு வெள்ளாளர் சமுதாயம் சார்பாக வாழ்த்துக்கள்...,NOT
tam4522,இது போன்ற உண்மையான எதார்த்த படங்களை அனைத்து தமிழ் சமுதாயமும் வரவேற்க வேண்டும்...,NOT
tam4523,நாமக்கல் மாவட்டம் கொங்கு வேளாளர் கவுண்டர்கள் சார்பாக திரௌபதி படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam4524,கைய மட்டும் இல்ல வேற ஏதோ உன்னால வெட்டுவோம்,OFF
tam4525,.எப்போ படம் திரைக்கு வரும் காத்திருக்கும் தமிழன்,NOT
tam4526,வணக்கம் நண்பர்களே இந்த படம் வெற்றிபெற நான் வாழ்த்துகிறேன் இதில் காட்டப்படும் சம்பவம் அனைத்தும் உண்மையே எனக்கு ஏன் இந்த நாட்டில் இருக்கும் ஒருவருக்கும் தெரியும் அதை வெளிப்படையாக கொண்டு வந்ததற்கு நன்றி பெண்களை பாதுகாக்க இது ஒரு அவசியம் என்பதை நான் உணர்ந்தேன் உணர்ந்துகொண்டேன் மக்கள் உணர்வார்கள்,NOT
tam4527,கொங்கு நாட்டின் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துகள்,NOT
tam4528,நான் அரசியலுக்கு வருவது உறுதி தலைவா உன்ன போற வர்றவன்லாம் கலாய்க்குறான் தலீவா...,OFF
tam4529,இராமநாதபுரம்  மாவட்டம் கம்பளத்து நாயக்கர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,NOT
tam4530,விர வன்னியர்களின் சார்பாக இப்படம் வெற்றி அடைய வாழ்த்துக்கள்,NOT
tam4531,மரண வெயிட்டிங் மாஸ் டிஸர்  ஹாலிவுட் ரென்ஐ்,NOT
tam4532,JJ va Against Ethirthuu ninnu ...ரஜினிகாந்த் ஆதரவு பெற்ற வேட்பாளர் கலைஞர்னு தம்பட்டம் அடிச்சு vote vangaralvuku தமாக திமுக கூட்டணி ஆதரவு கொடுத்தார். ஒருநாளும் அரசியல் வருவன் கூறியதில்லை...வரலாறு தெரிஞ்சிட்டு படம் எடுங்கடா முட்டாள்களா...பப்ளிசிட்டிகாக பொய் அளந்து விடறது,OFF
tam4533,ஏண்டா திருநங்கைகளவிட அசிங்கமா இருக்குற இந்த பிள்ளைகளாதான அவுனுக லவ் பன்றானுக,OFF
tam4534,தமிழ்நாடு சௌராஷ்ட்ர இன மக்கள் சார்பாக திரௌபதி படம் வெற்றி பெற வாழ்த்துக்கள் !,NOT
tam4535,"சரக்கு மிடுக்கு தோழர்களாக, எல்லா ஜாதியிலும் பாதிக்கபட்டு இ௫க்காங்க போல...",NOT
tam4536,ஓ....மாங்கா கோஸ்டியா? ஏண்டா இப்படி காமெடி பன்றீங்க?,NOT
tam4537,படம் வெற்றி அடைய A+ இரத்த ஜாதிகாரர்களின் சார்பாக வாழ்த்துக்கள்,NOT
tam4538,"ஜாதிய நல்லா ஊக்க படுத்துங்கயா ,இளைஞர்களுக்கு தேவையான படமா இது",NOT
tam4539,வந்தா ராஜாவா தான் வருவேன்..ராஜாவா வந்தா ராஜாவுக்கு நூறு தோஸ்து! That Dialogue #Str,NOT
tam4540,தாராபுரம் வன்னியர் சங்கம் சார்பில் வாழ்த்துகள்,NOT
tam4541,தமிழ் ராக்கர்ஸ்ல கூட இந்த நாடகத்த ரிலிஸ் பன்ன மாட்டான்,NOT
tam4542,படம் சிரிக்க மட்டும் இல்லாமல் சிந்திக்கவும் வைத்தது.... அருமையான படைப்பு கோமாளி=பலசாலி,NOT
tam4543,சினிமாவில் கருத்து சொல்ல அனைவருக்கும் உரிமையுண்டு இந்த திரைப்படம் வெற்றபெற வாழ்த்துகள்,NOT
tam4544,ஏலியன்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam4545,தினம் தினம் வந்து டிரைலர் பார்க்கிறவங்க லைக் பண்ணுங்க,NOT
tam4546,ஹிப் ஹாப் ஆதி உங்கள் படம் வெற்றி பெற நெல்லை அகில இந்தியா தீனா ரசிகர் மன்றம் வாழ்துகிறோம்,NOT
tam4547,"நான் ஒரு கேள்வி எழப்புகிறேன்???   ஒரு பறையன் என்றைக்கேனும் நான் பறையர் சமூகத்தின் சார்பாக என்று அவனது கருத்தை உச்சரித்ததுன்டா நீங்கள் மட்டும் ஏன் நாடார், வண்ணியர் , முக்குளத்தோர் என்று பெருமை தட்டி கொள்கிறீர்கள் இதுதான்டா... சாதி வெறி கீழ்வெண்மனி படுகொலை மறந்து போச்சா..... மறக்கமாட்டோமடா... என் தாய் தந்தையரை எரித்த சம்பவம் கேட்டா  அக்கினி சட்டி என்று கூறி கொள்வது துவ்...........துவ்......",NOT
tam4548,"தர்மபுரியில் நடந்தது அனைவரும் அறிந்ததே,உடுமலைப்பேட்டை சங்கர் வெட்டி கொலை இதெல்லாம் நாடக காதலா...",OFF
tam4549,போலி திராவிட இயக்கம் பற்றி ஒரு படம் வரணும்,NOT
tam4550,"செம்மயாயிருக்கு டிரெய்லர் im waiting full film watching ko,,, 90 s,,,,",NOT
tam4551,சாதி வகைகள் அறிய எல்லா comment tayum படிச்சா போதும். Antha sunglass person அந்த குரூப் டலிவ‌ர் போல குறியீடு,NOT
tam4552,இனி சினிமாவிலும் சாதி அரசியல்.... இது நல்லதாக தோன்றவில்லை... இதன் முதல் விதை சாதி வெறி ரஞ்சித் போட்டது... என்று இந்த சாதி வெறியர்களின் ரத்த தாகம் தீருமோ!!! இறைவா உன் கண்கள் குருடா.... இந்த அவல நிலையை கண்டெடுத்து பார்....,NOT
tam4553,நாங்க எல்லாம் அப்பவே அந்த அந்தமாதிரி 🤙இப்ப சொல்லவா வேணும்,NOT
tam4554,ஒட்டுமொத்த கார்காத்த வேளாளர் சமுதாயம் சார்பாகவும்.அனைத்து வேளாள சமுதாய மக்கள் சார்பாகவும் இந்த திரைப்படத்திற்கு முழு ஆதரவினையும் பாராட்டுக்களையும் தெரிவித்து கொள்கிறோம். இயக்குனர்G.மோகன் அவர்களுக்கு பாராட்டுக்கள்,NOT
tam4555,முத்தரையர் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam4556,திரௌபதி நீண்ட நாட்களா நாடக காதலால் பாதிக்கப்பட்ட பல சமூகத்தின் மன குமுறல்,NOT
tam4557,மணிரத்னம் பட வரலாற்றில் அடுத்த ஒரு மைல் கல்,NOT
tam4558,பொண்ணும் மண்ணும் ஒன்றுதான்  அறிவில் சிறந்தோர் மண்ணை பெண்ணென்பர்  சிறியோர் பெண்ணை மண்ணெண்பர்  ஓர் உழவனுக்கு என்றுமே மண் பெண்தான் #திரௌபதி waiting......,NOT
tam4559,வாழ்த்துக் கூறிய அனைத்து ரசிகர்களுக்கும் சூர்யா ரசிகர்களின் சார்பாக நெஞ்சார்ந்த நன்றிகள்,NOT
tam4560,யாதவர் சமுதாயம் சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துகள்,NOT
tam4561,தேவர் சமுதாயம் (சிங்கம்பட்டி ஜமீன் வகை) சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam4562,ரஜினி தமிழ் நாட்டில் பிழைப்பு நடத்தட்டும்..ஆனால் தமிழர்களை ஆழ நினைக்க கூடாது.... அதனால் அரசியலுக்கு 96 இல்ல 2016 இல்ல எப்போதும் அரசியல் கட்சி தொடங்கம        இருக்கிறது தான் தமிழர்களுக்கு அவர் செய்யும் ஒரேயொரு நல்லது.....,OFF
tam4563,அவங்க எடுத்தா அது சமுதாயப் படம்.  இவங்க எடுத்தா அது சாதிப் படமா???   என்னங்க சார் உங்க சட்டம்??  வரவேற்போம் #திரௌபதி 🤙,NOT
tam4564,அண்ணன் நடிக்கிற படம் எல்லாமே செம ஹிட்டு,NOT
tam4565,அனைத்து தல ரசிகர்கள் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்....,NOT
tam4566,எப்பாடு பட்டாலும் பிற்பாடு படாதவர் சர்பாக படம் வெற்றியடைய வாழ்த்துகள்.,NOT
tam4567,தமிழ் சினிமாவில் யாரும் சொல்லாத உண்மையினை மிக தைரியமாக சொல்லி இருக்கிறார். இயக்குனர் மோகன் .,NOT
tam4568,நல்ல இருக்கிறது அருமையாக இருக்கிறது நல்ல ஒரு படம் இந்த படம் வெற்றியடைய எனது வாழ்த்துக்கள்,NOT
tam4569,டேய் ஒவ்வொரு கள்ளப்பயலும் குடும்பத்தோட போய் பார்க்கனும்...,NOT
tam4570,இசை செம்ம அசுரன விட பெருசா  அடி(ஜெயி)க்கும்,NOT
tam4571,"மோகன் அவர்களுக்கும் குழுவினருக்கும் வாழ்த்துக்கள், மற்றும் நன்றி",NOT
tam4572,வன்னிய நாயக்கனுக்கு மானமே பெரிசு..மத்ததெல்லாம் மசுறு...  வாழ்த்துக்கள் எங்கள் குல துரோபதிக்கு,OFF
tam4573,புடுச்சிட்டேன் 26 ஜூன் விஜய் birthday... தலைவா படத்தை தடை பண்ணதால... தலைவி படம் எடுத்து டெடிகேட் பன்றாரு விஜய் anna,NOT
tam4574,தீரன் சின்னமலை கவுண்டர் பேரவை சார்பில்.... இந்த திரைப்படம் வெள்ளி விழா காண வாழ்த்துக்கள்,NOT
tam4575,ஆணி வேரிலிருந்து ஆரம்பிப்பதே அழகு சிறப்பும் கூட நீங்க ஆரம்பிங்க நாங்க இருக்கோம்,NOT
tam4576,"எனக்கு பெண் பிள்ளைகள் இல்லை ஆண் பிள்ளைகள் தான் திரௌபதி படத்தை பார்க்க சொல்வேன், அவனுங்களுக்கு இந்த படம் பாடமாக இருக்கும்.🤗",NOT
tam4577,நாடக காதலுக்கு எதிராக உள்ளதால் இந்த படம் ஒரு தெளிவை இந்த சமுதாயத்தில் ஏற்படுத்தும். வாழ்த்துக்கள்.,NOT
tam4578,Super.. உடையார் குலம் சார்பில் மகிழ்ச்சி வாழ்த்துக்கள்,NOT
tam4579,மனிதன் பிறந்த மறுநொடியில் இருந்து சுடுகாடு நோக்கி நடக்க ஆரம்பித்து விட்டான். நம் வாழ்க்கையே ஒரு சிறு பயணம் தான் இதில் சாதியை இவ்வளவு தீவிரமாக நம்பும் மனிதர்களை நினைத்தால் மனதில் சிரிப்பு தான் வருகிறது.,NOT
tam4580,"ஆண்ட சாதி, ஆண்ட சாதி  னு ஆயிரம் முறை சொல்லி , அதில் இருக்கும் தப்பை மட்டும் வெளிச்சம்போட்டு,எல்லாரையும் நோகடித்து, குற்ற உணர்ச்சி அடையச் செய்தால் அது புரட்சிப் படம். சமூகத்தில் இருக்கும் உண்மையான நாடகக் காதல் விஷயத்தை சொன்னால் அது சாதிப் படம். அவ்ளோதான் சார் போராலீஸ்!!",NOT
tam4581,எங்கள் அண்ணன் உதயநிதி ஸ்டாலின் வாழ்த்துக்கள்,NOT
tam4582,அஜீத் இந்த துப்பாக்கி சுடுறத விடவே மாட்டாரா..எல்லா படத்துலயும்...,OFF
tam4583,மணி சார் இந்த மாதிரி தமிழ்ல மட்டும் படம் பண்ணா கண்டிப்பா படம் செம ஹிட்டாகும்,NOT
tam4584,"தமிழக சத்திரியர் வம்சத்தின் சார்பாகவும், ஒரு பெண் குழந்தையின் தந்தையாகயும்... இப்படத்தினை வரவேற்கிறேன்..",NOT
tam4585,ஊராளிகவுண்டர் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NOT
tam4586,"மெல்லிய குரலில்  வருடுகிரர்கள். அனைவரும் நடிப்பும் ஒரு பானை சோற்றுக்கு ஒரு பருக்கை பதம் பார்ப்பது போல் அருமை,. பிரதீப் பின்னணி இசை 🥰",NOT
tam4587,பெண்பிள்ளையை பெற்றால் மட்டுமே இந்த வேதனை புரியும். கொங்கு வேளாளர் கவுண்டர்கள் சார்பாக வாழ்த்துக்கள்,NOT
tam4588,தேவர்மகன் காட்சி: சிவாஜி: சுதந்திர போருக்கு வாங்கனு போஸ் கூப்புடறப்ப நம்ம சாதிகாரபயலுகதான்  முதல்ல போயி நின்னாய்ங்கனு பீத்திக்கிட்டு திருஞ்சம்...இப்ப படையாச்சி பயலுகதான் உண்மையான வீர சத்திரியன்னு காட்டிபுட்டாய்ங்கல்ல.....  கமல்: ?????!!!!!!!,OFF
tam4589,ட்ரெய்லரை அருமையாக உள்ளது விஜய் ரசிகர் மன்றம் சார்பாக வாழ்த்துக்கள்,NOT
tam4590,தர்மபுரி வீர வன்னியர் சார்பாக திரௌபதி திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam4591,"வெற்றி பெற வைப்போம்,,, இட ஒதுக்கீடு வேண்டும், ஆனால் ஜாதிய ஒழிக்க கலப்பு காதல் செய்து ஒரு குடும்பத்தோட கனவ கெடுத்து அந்த பொண்ணோட வாழ்க்கையையும் கெடுத்து குட்டிச்சுவராக்கனும் என்னங்கடா உங்க விசிக த்தனம் அட பதருகளா.........",NOT
tam4592,சிவகங்கை முக்குலத்தோர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்....,NOT
tam4593,#STRINCCVTRAILER  #CCVTrailer #CCV  தலைவன் எஸ்டிஆர்,NOT
tam4594,மதுரை இராஜகுல அகமுடையார் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,NOT
tam4595,"திரௌபதி படம் திரைக்கு வந்ததும், நான் முதல் ஆளாக பார்க்க வேண்டும்  - மருத்துவர் அய்யா .         எங்கள் ' ஆண்டவனே ' சொல்லிட்டார் ; இனி, தடைகள் உடைபடும், எதிர்ப்புகள் பொசுங்கும், பகைமைகள் நசுங்கும்!          மதிப்புமிக்க மோகன் ஜி ஷத்ரியரே...!  வீறுகொண்டு வாருங்கள்!  வாழ்த்துக்கள்!",NOT
tam4596,ஈரோடு மாவட்டம் செங்குந்த முதலியார் சார்பாக இத் திரைப்படம் வெற்றிகரமாக அமைய வாழ்த்துகள்....,NOT
tam4597,திரைக்கதையிலொரு கவிதை சொல்ல முயல்கிறார்கள். நான்கு பருவங்களால் நெய்யப்படுகிற காதல் நாற்கரம்!  வரட்டும் பார்ப்போம்   வாழ்த்துகள் சில்லு கருப்பட்டி குழு!,NOT
tam4598,##படம் 100 நாள் ஓடனும்...திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்....,OFF
tam4599,"எங்களுக்கு மண்ணும் , பொண்ணும் உசுரு மாதிரி...அந்த ரெண்டுக்கும் ஏதாச்சும் கொலை பண்ண கூட தயங்க மாட்டோம்...\r \r அம்மணமா இருக்கது பொண்ணுக்கு மட்டும் தா அவமானமா...உனக்கும் தான்டா....\r \r வசதியான வீட்டு பொண்ண கரெக்ட் பண்ணுனா தான் காசு பாக்க முடியும்..அரசியலும் பண்ண முடியும்னு எங்க அண்ணன் சொல்லி இருக்கார்....🤮\r \r கடன் தற்கொலை, விவசாயி தற்கொலைன்னு சாவறதுல பாதி பேர் பொண்ண பெத்தவந்தாண்டா......\r \r அண்ணா வீடியோ பாத்தா எங்கப்பா செத்துருவருணா...\r நீ அவன்கூட ஓடி வரும்போதே உங்கொப்பன் அங்க செத்து இருப்பான்....\r \r போன்ற செம்ம தரமான செருப்படி வசனங்களுடன்...\r \r #திரௌபதி பட ட்ரைலர் சாதா மாஸ் இல்ல பக்கா மாஸ்....நாடக காதல் பண்ண சொல்லி மாமா வேலை பார்த்து அரசியல் பிழைப்பு நடத்தும் ஈன ஜென்மங்களுக்கு செருப்படி...",NOT
tam4600,நானும் பெண் பிள்ளைபெத்தாவன். இதை பார்க்கும்போது பயம்வருது..... அதேபோல் வெறியும் வருது....,NOT
tam4601,"குதிரை, கார், ஜீப்பு, லாறி, ஹெலிகாப்டர், பிளைட்டு... செம்ம",NOT
tam4602,அவன் வீட்டு பொண்ண விட அடுத்த வீட்டுப் பொண்ணுங்க மேல அப்புடி என்னடா உங்களுக்கு ஆசை.......  அனைத்து செட்டியார் இன மக்கள் சாரபாக படம் வெற்றி பெற வாழ்த்துக்கள்......,NOT
tam4603,தனுஷ் மாரிசெல்வராஜ் வெற்றிமாறன் பா ரஞ்சித் இவனுங்களால ஜாதி கொடிகட்டி பறக்க போது.............,NOT
tam4604,டேய் புண்டைகளா மொத படம் பாருங்கடா அப்பொராம் கமெண்ட்ல சாதி சண்ட போடுங்கடா.... ஊம்பிக.... நான் அந்த ஊம்பி இந்த ஊம்பினு சொல்லிட்டு இருக்கானுங்க.... இப்டியே ஊம்புனா வேலைக்கு பானிபூரி பீடா வாயனுங்கள எல்லாரும் ஊம்ப வேண்டியது தான்.... சுண்ணிக.... Tnpsc railway வேலைக்கு நக்கிட்டு திரியபோரோம்.....,OFF
tam4605,தூத்துக்குடி நாடார் நண்பர்கள் சார்பாக படம் மாபெரும் வெற்றியடைய வாழ்த்துக்கள்,NOT
tam4606,எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம் அதுல யாரு கைய வச்சாலும் கைய வெட்டுவோம்!!,NOT
tam4607,பெண்களை படிக்க வைத்து ஆளாக்கி நல்லபடியாக மணம் முடிக்கும் வரை பெற்றோர்கள் படும் வேதனை கொஞ்ச நஞ்சமல்ல சமூகத்தில் இருக்கும் நாடக காதல் விசக்கிருமிகளின் முகத்திரையை இப்படம் கிழித்தெரியட்டும்.  அனைவரும் குடும்பத்துடன் இப்படத்தை காண வேண்டும்...   டிரைலர் செம்ம மாஸ்     சமூகத்தின் அவலத்தை தோலுரிக்க வருகிறாள் திரெளபதி,NOT
tam4608,சாதி வாரியாக இட ஒதுக்கீடு முறையை ஏற்படுத்தி விட்டு சாதி வெறியோட இருக்காத என்று சொல்ல இந்த சமூகத்துக்கு என்ன தகுதி இருக்கு? All the very best team  -பொள்ளாச்சி கவுண்டன்,NOT
tam4609,சூர்யா அண்ணா Trailer சூப்பர் ஒரு சின்ன விண்ணப்பம் நடிகர் லாம் Example விஜய் அண்ணா சர்கார் படம் NGK படம். இந்த மாதிரி படத்தோட நிறுத்தாமல் ரியல் Life லயும் பண்ண Try பண்ணுங்க அண்ணா உசுர குடுத்து உதவி பண்ணுவோம்... Anyway Anna Trailer Marana Bangam Marana Waiting Anna Seekram Ungala Screen La Pakkanum Anna All The Best Anna,NOT
tam4610,அருமை திருமாவளவன் நாய்க்கு படத்தை காமிங்க தல தூக்கு போட்டு தொங்கட்டும்,NOT
tam4611,மனிதனை மனிதனாக மதியுங்கள் ஜாதி என்று கூறி ஏமாற்றி கொள்ளாதீர்கள்.,NOT
tam4612,இக்காலத்துக்கு தேவைப்படும் படம்...  இது போன்ற படம் எடுக்க நிச்சயம் துணிச்சல் வேண்டும்....  வெற்றிபெற வாழ்த்துக்கள்....,NOT
tam4613,அட்லி க்கு இந்நேரம் அடுத்த படத்தோட கதைக்கு ஒன் லைன் கெடைச்சுருக்கும். செ.சி.வானம் முழுபடம் ரிலீஸ் ஆகுறப்ப அட்லி தன்னோட அடுத்த படத்தை அறிவிப்பார்னு நெனைக்கிறேன்! நைஸ் பாய் :),NOT
tam4614,ஏன் டா மூதேவி. அஜித் சார் songs னு title போட்டுட்டு உள்ள கண்ட songs லாம் இருக்கு,OFF
tam4615,திகில் மர்மங்கள் நிறைந்த திரைப்படமாக இந்தப் படம் இருக்கும் அருமை வெற்றி பெற வாழ்த்துக்கள்....,NOT
tam4616,சார் இது மாதிரி படம் இன்னும்  நிறை வரணும்,NOT
tam4617,டேய்  பாஸ்ட்   NGk    படத்த  விடுங்கடா,NOT
tam4618,"எங்களது ஊரில் ,சுமார் 700 குடும்பங்கள் இத்திரைப்படத்தை காண்பதற்கு ஏற்பாடு செய்துள்ளது , திரெளபதி மாபெரும் வெற்றி பெர செய்வோம்",NOT
tam4619,சிங்கத்தின் தொடையிடுக்கில் அலகை விட்டு பூச்சி ௨ண்ணும் அஞ்சாத நாரைத் தமிழ்  மங்கும் சூரியனை தாலாட்டி ௨றங்கவைக்கும் நிலாத் தமிழ் யெங்கும் நிறைந்திருக்கும் இறைவனின் அருள் பெற்ற தமிழ் அறிய மக்கள் தொலைக்காட்சி யை யூ டியூப் ல் காணுங்கள் நன்றி.,NOT
tam4620,அடேய் நம்ம ஊர்(ஈழம்) லைக்கா எப்போது இசை வெளியிட்டு விழா.,NOT
tam4621,அகமுடையார் சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam4622,பா ரஞ்சித் போன்றோருக்கு ஆண்ட சாதி ஆண்ட சாதி என்று அவர்கலா ஒரு மிருகம் போல சித்தரிக்கும் பொழுது உங்களுக்கு இனிக்கும் அதுவே எதிர்திசையில் உங்களை திருப்பி காட்டியபோது கசக்குதா.... திரவுபதி டா....  சிறுவயதில் ஒரு கதை உண்டு ஒரு பெரிய ____________கோட்டை அளிக்காமல் சின்னது பண்ணுவதற்கு அதுக்கு பக்கத்துல ஒரு பெரிய கோடு ___________________________போடணும் அதுதான் இப்ப நடக்குது ட்ரெண்டிங் திரௌபதி குழுவினருக்கு வாழ்த்துக்கள்  நீங்க சொன்னா ஜாதி ஆன ஒடுக்குமுறை அதுவே திரௌபதிலா உண்மையா சொன்னேன எரியுதா??????,OFF
tam4623,எல்லாரும் பார்க்கனும் இந்த ரொம்ப நாள் ஒட வேண்டும்,NOT
tam4624,"தமிழர்கள் நாம், அனைவரும் ஒன்று சோர்ந்து நம் பொது எதிரியை எதிர்க்க வேண்டிய நேரத்தில், இப்படி ஒரு படம் வேதனையளிக்கிறது,   தமிழ் வாழ்க தமிழினம் வாழ்க",OFF
tam4625,டைரக்டர் மோகன் அண்ணன் அவர்களுக்கு உங்கள் படைப்பு மிக பிரம்மாண்டமாக இருக்கிறது எண்ணற்ற சமுதாய மக்களின் மன வலியை போக்க வந்த காவிய படைப்பாய் திகழ்கிறது இந்த காட்சிகள் ஒன்று காண கண் கோடி பத்தாது தமிழக சினிமா வரலாற்றில் மிகப் பெரிய ஒரு புரட்சியை மாறட்டும் உங்கள் திரைப்படம் மிகப்பெரிய வெற்றி அடைய உடையார்  சமுதாயத்தின் சார்பாக கோடான நன்றிகள்,NOT
tam4626,2:00 டேய் இது 96 யாரை ஏமாத்துரீங்க,OFF
tam4627,Tharamana trailer... இனி எவனாவது அடங்க மறு அத்து மிறு சென்னா வெட்டு தான்டா....,OFF
tam4628,ஜாதி மயிரு போங்கடா நீங்களும் உங்க வீட்டு ஜாதி  ஜாதி தலைல துக்குறவன் நல்லா இருந்தது சரிதரம் இல்ல தம்பி,OFF
tam4629,பார்க்கவ குலத்தின் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்.,NOT
tam4630,பார்க்கவ குல உடையார்களின் சார்பாக படம் வெற்றி பெற மனமார்ந்த வாழ்த்துக்கள்,NOT
tam4631,போராடுவது தப்புனா...  போராடுகின்ற சூழ்நிலைய உருவாக்குவதும் தப்புதானே...  Hatsoff to Surya Choose this Film & Congrats to Whole team a Big Blockbuster..                      By       Behalf of  Thalapathy Vijay Fans..,NOT
tam4632,சாதி மதம் பார்த்தாடா காதல் பன்னுவாங்க....  காதல்ல சாதி பாக்கரவன் எல்லா இடத்தலயும் பாத்தா பரவாலயே....  அது ஏன்டா காதல்ல மட்டும் சாதி கண்ணுக்கு தெரியுது,NOT
tam4633,நம்ம கிட்ட காடு இருந்த எழுதிகிடுவானுக ரூவா இருந்த புடுங்கிக்கிடுவானுக  ஆனா படிப்ப மட்டும் புஎடுத்துக்கவே  முடியாது,OFF
tam4634,பீனிக்ஸ் பறவை மாதிரி எரிக்க எரிக்க எழுந்து வரான்!,NOT
tam4635,சாதிகளை களை எடுக்கும் காவியமாக இருக்க வாழ்த்துகிறேன்,NOT
tam4636,அருமையான திரைப்படம் வெற்றிபெற வாழ்த்துக்கள் நாடக கும்பலுக்கு இது ஒரு முடிவு,NOT
tam4637,இளையதளபதி புரட்சிதளபதி இளைய #சூப்பர்ஸ்டார்  இன்னும் எத்தனை எழுத்துக்கள் வந்தாலும்🤘 நின்னு அடிக்கும் இரண்டே எழுத்து  தல,OFF
tam4638,எங்களுக்கு மண்ணும் பெண்ணும் இரண்டுமே முக்கியம் அதுல யாரு கைய வச்சாலும் கண்டிப்பா கையையும் வெட்டுவோம் தலையையும் வெட்டுவோம் .,NOT
tam4639,என்னுடைய மனவேதனையை இந்த படத்தின் வரவால் குறையும் என்று நம்புகின்றேன் விஷாறதில் இருந்து,NOT
tam4640,கமண்ட்ல கூட சாதி கூதி னு வாழ்த்து சொல்ல வந்துதானுங்க..,OFF
tam4641,கமுதி தேவேந்திர குல வேளாளர்களின் சார்பாக படம் மிக பெரிய வெற்றியடைய வாழ்த்துக்கள்,NOT
tam4642,"நாமளும் சொல்லி வைப்போம் - எடே,, திர்நோலி பிள்ளமார் ஆளுங்க சார்பா படம் வெற்றி பெற வாழ்த்துக்கள்,, சண்ட சச்சரவு இல்லாம இருங்கவே,,",NOT
tam4643,"கொங்கு வெள்ளாள கவுண்டன், பெருங்குடி கூட்டத்தின் புதல்வன் சார்பாக வெற்றி அடைய வாழ்த்துக்கள்.",NOT
tam4644,படத்தை வெற்றியடைய முழு ஆதரவு அளிப்போம் ..தேவர் சமுதாயம்  சிவகங்கை,NOT
tam4645,பாவம் பா ஒரு சூப்பர் ஸ்டார் ணு பாக்காம கலாய்குறிஇங்க......,NOT
tam4646,படம் வெற்றியடைய வாழ்த்துகள் சிவகங்கை சீமை (ம) மதுரை மாவட்டம் அகமுடையார் உறவுகள்,NOT
tam4647,கொங்கு மண்டல கொங்கு வேட்டுவக்கவுண்டர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,NOT
tam4648,கொங்கு வேளாளர் கவுண்டர் சமுதாயத்தின் சார்பாக மனமார்ந்த வாழ்த்துக்கள்,NOT
tam4649,தஞ்சை அகமுடையார்(மருது வம்சம்)சார்பாக வாழ்த்துக்கள் பங்காளி,NOT
tam4650,அடேய் ஜாதி ஜாதி ஒரே   தேவுடியா படமா எடுகிறேக,OFF
tam4651,"படம் நிச்சயம் சக்சஸ் தான் நாலு நிமிஷம் ட்ரெய்லர் ஆனாலும் சுவாரசியமாக இருந்தது   பைரேட்ஸ் ஆப் கரீபியன், கேப்டன் ஜாக் ஸ்பேரோ வை  ஞாபகப்படுத்துகின்றார்  இந்த வருடம் இந்திய சினிமாவிற்கு கன்னட திரையுலகத்தின் இரண்டாவது fully entertainment",NOT
tam4652,வாழ்த்துக்கள்...நாம எவன் வம்புக்கும் போக கூடாது..வந்த வம்பை விட கூடாது.அவனுக்கு மட்டும் தான் படம் எடுக்க தெரியுமா?நமக்கு தெரியாதா?,NOT
tam4653,இனிமேல் இருக்குடா உங்களுக்கு. ஓத்தா உங்களுக்கு எங்க வீட்டு பொண்ணு கேகுதா  வெட்டி போற்றுவும்,OFF
tam4654,"யாரு படிக்கிறான் யாரு வெடிங் வேலை ,மேஸ்திரி வேலைக்கு போராணு மொத பாருங்க டா....",NOT
tam4655,STR da masss thala தெறிக்கவிடுது trailer,NOT
tam4656,இந்தப் piano bgm ஏதோ விளம்பரத்தில்  கேட்ட மாதிரி இருக்கு... அது எந்த Add....? எதாவது purpose சோட  தான் அந்த  Bgm பயன்படுத்தி உள்ளனரா?,OFF
tam4657,வாழ்த்துக்கள் கதிர் அண்ணா இந்தப் படம் நிச்சயம் வெற்றி பெரும்,NOT
tam4658,திரையுலகில் எத்தனை வன்னியர் இயக்குனர் இருந்தாலும் அண்ணன் மோகன் ஜீ அவர்களை போல வராது.I Support திரௌபதி,NOT
tam4659,"செம செம, வாழ்த்துக்கள் வீரர்களே. தோளோடு தோள் செல்வோம். நன்றி",NOT
